datetime,iter,obj_param,node,fun,score
17/09/25 10:51:32,0,flow(cms),9,kge,0.38541309978660265
17/09/25 10:51:32,0,flow(cms),10,kge,0.36730176855372265
17/09/25 10:51:32,0,flow(cms),13,kge,0.4120942533103933
17/09/25 10:51:32,0,flow(cms),14,kge,0.4113079921981825
17/09/25 10:51:32,0,flow(cms),15,kge,0.34758892402525365
17/09/25 10:51:32,0,flow(cms),16,kge,0.5213636559371129
17/09/25 10:51:32,0,flow(cms),17,kge,0.1709719006462892
17/09/25 10:51:32,0,flow(cms),19,kge,-3.1000516483202025
17/09/25 10:51:32,0,flow(cms),20,kge,-3.1055804094946406
17/09/25 10:51:32,0,flow(cms),21,kge,0.49046118068931144
17/09/25 10:51:32,0,flow(cms),22,kge,0.47169722579141127
17/09/25 10:51:32,0,flow(cms),23,kge,-5.281750343437013
17/09/25 10:51:32,0,flow(cms),24,kge,0.17090068669781566
17/09/25 10:51:32,0,flow(cms),18,kge,-0.12770369237670298
17/09/25 10:51:32,1,flow(cms),9,kge,0.8627654179225193
17/09/25 10:51:32,1,flow(cms),10,kge,0.8379184534759543
17/09/25 10:51:32,1,flow(cms),13,kge,0.4120942533103933
17/09/25 10:51:32,1,flow(cms),14,kge,0.4113079921981825
17/09/25 10:51:32,1,flow(cms),15,kge,0.34758892402525365
17/09/25 10:51:32,1,flow(cms),16,kge,0.5703987774354862
17/09/25 10:51:32,1,flow(cms),17,kge,0.22388600483565047
17/09/25 10:51:32,1,flow(cms),19,kge,-3.1000516483202025
17/09/25 10:51:32,1,flow(cms),20,kge,-3.1055804094946406
17/09/25 10:51:32,1,flow(cms),21,kge,0.6162673305877071
17/09/25 10:51:32,1,flow(cms),22,kge,0.5672903576667724
17/09/25 10:51:32,1,flow(cms),23,kge,-5.281750343437013
17/09/25 10:51:32,1,flow(cms),24,kge,0.2241933148089894
17/09/25 10:51:32,1,flow(cms),18,kge,-0.0732107731986762
17/09/25 10:51:33,2,flow(cms),9,kge,0.7806841643134423
17/09/25 10:51:33,2,flow(cms),10,kge,0.9020801052554456
17/09/25 10:51:33,2,flow(cms),13,kge,0.4120942533103933
17/09/25 10:51:33,2,flow(cms),14,kge,0.4113079921981825
17/09/25 10:51:33,2,flow(cms),15,kge,0.34758892402525365
17/09/25 10:51:33,2,flow(cms),16,kge,0.5808458910750218
17/09/25 10:51:33,2,flow(cms),17,kge,0.234972835187498
17/09/25 10:51:33,2,flow(cms),19,kge,-3.1000516483202025
17/09/25 10:51:33,2,flow(cms),20,kge,-3.1055804094946406
17/09/25 10:51:33,2,flow(cms),21,kge,0.6411208287105103
17/09/25 10:51:33,2,flow(cms),22,kge,0.5865440421747684
17/09/25 10:51:33,2,flow(cms),23,kge,-5.281750343437013
17/09/25 10:51:33,2,flow(cms),24,kge,0.23510734776940734
17/09/25 10:51:33,2,flow(cms),18,kge,-0.06177782961264766
17/09/25 10:51:34,3,flow(cms),9,kge,0.7806841643134423
17/09/25 10:51:34,3,flow(cms),10,kge,0.9020801052554456
17/09/25 10:51:34,3,flow(cms),13,kge,0.4120942533103933
17/09/25 10:51:34,3,flow(cms),14,kge,0.4113079921981825
17/09/25 10:51:34,3,flow(cms),15,kge,0.34758892402525365
17/09/25 10:51:34,3,flow(cms),16,kge,0.5808458910750218
17/09/25 10:51:34,3,flow(cms),17,kge,0.234972835187498
