datetime,iter,ii,model_val,cal_val,physical_val
17/09/25 10:52:52,113,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:52,113,2,50,(np.float64(31.92846604668731), np.float64(1.05)),84.4284660466873
17/09/25 10:52:52,113,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:52,113,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:52,113,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:52,113,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:52,113,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:53,114,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:53,114,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:53,114,2,50,(np.float64(32.70671638239781), np.float64(1.05)),85.20671638239781
17/09/25 10:52:53,114,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:53,114,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:53,114,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:53,114,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:53,114,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:54,115,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:54,115,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:54,115,2,50,(np.float64(28.749871600447168), np.float64(1.05)),81.24987160044716
17/09/25 10:52:54,115,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:54,115,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:54,115,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:54,115,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:54,115,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:55,116,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:55,116,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:55,116,2,50,(np.float64(26.78539219621911), np.float64(1.05)),79.2853921962191
17/09/25 10:52:55,116,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:55,116,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:55,116,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:55,116,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:55,116,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:56,117,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:56,117,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:56,117,2,50,(np.float64(29.00976824477339), np.float64(1.05)),81.5097682447734
17/09/25 10:52:56,117,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:56,117,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:56,117,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:56,117,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:56,117,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:56,118,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:56,118,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:56,118,2,50,(np.float64(28.36546066066929), np.float64(1.05)),80.86546066066929
17/09/25 10:52:56,118,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:56,118,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:56,118,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:56,118,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:56,118,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:57,119,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:57,119,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:57,119,2,50,(np.float64(27.761928211801177), np.float64(1.05)),80.26192821180118
17/09/25 10:52:57,119,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:57,119,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:57,119,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:57,119,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:57,119,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:58,120,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:58,120,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:58,120,2,50,(np.float64(27.01766231229504), np.float64(1.05)),79.51766231229504
17/09/25 10:52:58,120,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:58,120,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:58,120,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:58,120,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:58,120,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:59,121,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:59,121,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:59,121,2,50,(np.float64(27.477643934857348), np.float64(1.05)),79.97764393485735
17/09/25 10:52:59,121,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:59,121,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:59,121,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:59,121,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:59,121,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:59,122,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:59,122,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:52:59,122,2,50,(np.float64(27.301946589238874), np.float64(1.05)),79.80194658923887
17/09/25 10:52:59,122,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:59,122,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:52:59,122,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:59,122,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:52:59,122,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:00,123,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:00,123,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:00,123,2,50,(np.float64(27.586139616685802), np.float64(1.05)),80.0861396166858
17/09/25 10:53:00,123,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:00,123,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:00,123,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:00,123,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:00,123,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:01,124,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:01,124,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:01,124,2,50,(np.float64(27.568250741355758), np.float64(1.05)),80.06825074135575
17/09/25 10:53:01,124,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:01,124,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:01,124,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:01,124,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:01,124,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:02,125,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:02,125,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:02,125,2,50,(np.float64(27.653284885185283), np.float64(1.05)),80.15328488518529
17/09/25 10:53:02,125,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:02,125,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:02,125,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:02,125,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:02,125,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:03,126,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:03,126,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:03,126,2,50,(np.float64(27.611786827068865), np.float64(1.05)),80.11178682706887
17/09/25 10:53:03,126,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:03,126,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:03,126,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:03,126,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:03,126,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:03,127,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:03,127,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:03,127,2,50,(np.float64(27.595935979335515), np.float64(1.05)),80.09593597933551
17/09/25 10:53:03,127,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:03,127,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:03,127,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:03,127,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:03,127,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:04,128,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:04,128,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:04,128,2,50,(np.float64(27.579306674330233), np.float64(1.05)),80.07930667433024
17/09/25 10:53:04,128,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:04,128,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:04,128,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:04,128,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:04,128,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:05,129,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:05,129,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:05,129,2,50,(np.float64(27.589881494251873), np.float64(1.05)),80.08988149425187
17/09/25 10:53:05,129,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:05,129,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:05,129,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:05,129,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:05,129,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:06,130,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:06,130,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:06,130,2,50,(np.float64(27.583529664949143), np.float64(1.05)),80.08352966494914
17/09/25 10:53:06,130,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:06,130,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:06,130,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:06,130,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:06,130,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:06,131,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:06,131,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:06,131,2,50,(np.float64(27.5875688867343), np.float64(1.05)),80.0875688867343
17/09/25 10:53:06,131,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:06,131,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:06,131,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:06,131,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:06,131,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:07,132,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:07,132,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:07,132,2,50,(np.float64(27.585142703831394), np.float64(1.05)),80.0851427038314
17/09/25 10:53:07,132,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:07,132,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:07,132,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:07,132,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:07,132,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:08,133,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:08,133,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:08,133,2,50,(np.float64(27.586685549265226), np.float64(1.05)),80.08668554926523
17/09/25 10:53:08,133,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:08,133,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:08,133,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:08,133,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:08,133,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:09,134,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:09,134,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:09,134,2,50,(np.float64(27.58575882985924), np.float64(1.05)),80.08575882985924
17/09/25 10:53:09,134,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:09,134,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:09,134,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:09,134,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:09,134,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:10,135,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:10,135,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:10,135,2,50,(np.float64(27.586348144375577), np.float64(1.05)),80.08634814437558
17/09/25 10:53:10,135,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:10,135,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:10,135,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:10,135,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:10,135,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:10,136,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:10,136,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:10,136,2,50,(np.float64(27.585994169060523), np.float64(1.05)),80.08599416906053
17/09/25 10:53:11,136,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:11,136,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:11,136,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:11,136,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:11,136,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:11,137,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:11,137,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:11,137,2,50,(np.float64(27.5862192671757), np.float64(1.05)),80.0862192671757
17/09/25 10:53:11,137,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:11,137,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:11,137,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:11,137,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:11,137,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:12,138,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:12,138,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:12,138,2,50,(np.float64(27.58608406063653), np.float64(1.05)),80.08608406063652
17/09/25 10:53:12,138,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:12,138,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:12,138,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:12,138,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:12,138,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:13,139,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:13,139,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:13,139,2,50,(np.float64(27.586173359039385), np.float64(1.05)),80.08617335903938
17/09/25 10:53:13,139,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:13,139,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:13,139,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:13,139,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:13,139,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:14,140,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:14,140,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:14,140,2,50,(np.float64(27.586139616685802), np.float64(3.2078064636386543)),187.97646279861854
17/09/25 10:53:14,140,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:14,140,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:14,140,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:14,140,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:14,140,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:15,141,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:15,141,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:15,141,2,50,(np.float64(27.586139616685802), np.float64(5.802193536361343)),317.69581643475294
17/09/25 10:53:15,141,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:15,141,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:15,141,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:15,141,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:15,141,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:16,142,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:16,142,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:16,142,2,50,(np.float64(27.586139616685802), np.float64(7.40561292727731)),397.86678598055124
17/09/25 10:53:16,142,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:16,142,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:16,142,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:16,142,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:16,142,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:16,143,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:16,143,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:16,143,2,50,(np.float64(27.586139616685802), np.float64(8.396580609084031)),447.41517007088737
17/09/25 10:53:16,143,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:16,143,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:16,143,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:16,143,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:16,143,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:17,144,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:17,144,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:17,144,2,50,(np.float64(27.586139616685802), np.float64(9.009032318193277)),478.03775552634966
17/09/25 10:53:17,144,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:17,144,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:17,144,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:17,144,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:17,144,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:18,145,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:18,145,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:18,145,2,50,(np.float64(27.586139616685802), np.float64(9.387548290890754)),496.9635541612235
17/09/25 10:53:18,145,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:18,145,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:18,145,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:18,145,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:18,145,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:19,146,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:19,146,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:19,146,2,50,(np.float64(27.586139616685802), np.float64(9.621484027302522)),508.6603409818119
17/09/25 10:53:19,146,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:19,146,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:19,146,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:19,146,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:19,146,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:20,147,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:20,147,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:20,147,2,50,(np.float64(27.586139616685802), np.float64(9.76606426358823)),515.8893527960973
17/09/25 10:53:20,147,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:20,147,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:20,147,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:20,147,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:20,147,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:21,148,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:21,148,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:21,148,2,50,(np.float64(27.586139616685802), np.float64(9.85541976371429)),520.3571278024003
17/09/25 10:53:21,148,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:21,148,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:21,148,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:21,148,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:21,148,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:22,149,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:22,149,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:22,149,2,50,(np.float64(27.586139616685802), np.float64(9.910644499873941)),523.1183646103829
17/09/25 10:53:22,149,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:22,149,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:22,149,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:22,149,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:22,149,7,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:23,150,0,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:23,150,1,50,(np.float64(61.80343498353074), np.float64(9.999934490137758)),561.8001594904187
17/09/25 10:53:23,150,2,50,(np.float64(27.586139616685802), np.float64(9.94477526384035)),524.8249028087033
17/09/25 10:53:23,150,3,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:23,150,4,50,(np.float64(0.01), np.float64(1.05)),52.51
17/09/25 10:53:23,150,5,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:23,150,6,10,(np.float64(0.01), np.float64(1.05)),10.51
17/09/25 10:53:23,150,7,10,(np.float64(0.01), np.float64(1.05)),10.51
