datetime,iter,ii,model_val,cal_val,physical_val
17/09/25 22:32:41,0,0,[50 50 50 50 50 10 10 10],(np.float64(90.59980437535222), np.float64(0.7988972930660991)),[130.54466903 130.54466903 130.54466903 130.54466903 130.54466903
  98.58877731  98.58877731  98.58877731]
17/09/25 22:32:41,1,0,[50 50 50 50 50 10 10 10],(np.float64(33.0034425539665), np.float64(4.9773477089578995)),[281.870828   281.870828   281.870828   281.870828   281.870828
  82.77691964  82.77691964  82.77691964]
17/09/25 22:32:42,2,0,[50 50 50 50 50 10 10 10],(np.float64(52.59799719934459), np.float64(4.209467474887748)),[263.07137094 263.07137094 263.07137094 263.07137094 263.07137094
  94.69267195  94.69267195  94.69267195]
17/09/25 22:32:42,3,0,[50 50 50 50 50 10 10 10],(np.float64(40.966720875611855), np.float64(9.660560233425882)),[523.99473255 523.99473255 523.99473255 523.99473255 523.99473255
 137.57232321 137.57232321 137.57232321]
17/09/25 22:32:43,4,0,[50 50 50 50 50 10 10 10],(np.float64(43.610095516481024), np.float64(7.056150764803311)),[396.41763376 396.41763376 396.41763376 396.41763376 396.41763376
 114.17160316 114.17160316 114.17160316]
17/09/25 22:32:44,5,0,[50 50 50 50 50 10 10 10],(np.float64(58.56818793151982), np.float64(3.634458172603394)),[240.29109656 240.29109656 240.29109656 240.29109656 240.29109656
  94.91276966  94.91276966  94.91276966]
17/09/25 22:32:44,6,0,[50 50 50 50 50 10 10 10],(np.float64(33.50735529823683), np.float64(9.033320532421623)),[485.17338192 485.17338192 485.17338192 485.17338192 485.17338192
 123.84056062 123.84056062 123.84056062]
17/09/25 22:32:45,7,0,[50 50 50 50 50 10 10 10],(np.float64(76.29166779747472), np.float64(-0.8643284301955285)),[33.07524629 33.07524629 33.07524629 33.07524629 33.07524629 67.6483835
 67.6483835  67.6483835 ]
17/09/25 22:32:45,8,0,[50 50 50 50 50 10 10 10],(np.float64(21.48092029778005), np.float64(8.710079566721546)),[456.98489863 456.98489863 456.98489863 456.98489863 456.98489863
 108.58171596 108.58171596 108.58171596]
17/09/25 22:32:46,9,0,[50 50 50 50 50 10 10 10],(np.float64(39.239279665738145), np.float64(3.026658510311546)),[190.57220518 190.57220518 190.57220518 190.57220518 190.57220518
  69.50586477  69.50586477  69.50586477]
17/09/25 22:32:46,10,0,[50 50 50 50 50 10 10 10],(np.float64(71.42990162644895), np.float64(5.589219916263429)),[350.89089744 350.89089744 350.89089744 350.89089744 350.89089744
 127.32210079 127.32210079 127.32210079]
17/09/25 22:32:47,11,0,[50 50 50 50 50 10 10 10],(np.float64(83.22993151144988), np.float64(1.8910470243899096)),[177.78228273 177.78228273 177.78228273 177.78228273 177.78228273
 102.14040176 102.14040176 102.14040176]
17/09/25 22:32:47,12,0,[50 50 50 50 50 10 10 10],(np.float64(13.195875052250464), np.float64(4.507243098183294)),[238.55802996 238.55802996 238.55802996 238.55802996 238.55802996
  58.26830603  58.26830603  58.26830603]
17/09/25 22:32:48,13,0,[50 50 50 50 50 10 10 10],(np.float64(15.630002987326044), np.float64(8.430750729405293)),[437.16753946 437.16753946 437.16753946 437.16753946 437.16753946
  99.93751028  99.93751028  99.93751028]
17/09/25 22:32:48,14,0,[50 50 50 50 50 10 10 10],(np.float64(9.9013081141225), np.float64(5.9732580460553715)),[308.56421042 308.56421042 308.56421042 308.56421042 308.56421042
  69.63388857  69.63388857  69.63388857]
