datetime,iter,obj_param,node,fun,score
17/09/25 22:32:46,10,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:46,10,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:46,10,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:46,10,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:46,10,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:46,10,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:46,10,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:46,10,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:47,11,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:47,11,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:47,11,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:47,11,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:47,11,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:47,11,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:47,11,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:47,11,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:47,11,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:47,11,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:47,11,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:47,11,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:47,11,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:47,11,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:47,12,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:47,12,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:47,12,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:47,12,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:47,12,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:47,12,flow(cms),16,kge,0.885383502436227
17/09/25 22:32:47,12,flow(cms),17,kge,0.954587488339635
17/09/25 22:32:47,12,flow(cms),19,kge,0.592828212984423
17/09/25 22:32:47,12,flow(cms),20,kge,0.5925775447116448
17/09/25 22:32:47,12,flow(cms),21,kge,0.9719376246536171
17/09/25 22:32:47,12,flow(cms),22,kge,0.9481205832330016
17/09/25 22:32:47,12,flow(cms),23,kge,0.5252107388253963
17/09/25 22:32:47,12,flow(cms),24,kge,0.9546454683921379
17/09/25 22:32:47,12,flow(cms),18,kge,0.9733621097858174
17/09/25 22:32:48,13,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:48,13,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:48,13,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:48,13,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:48,13,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:48,13,flow(cms),16,kge,0.8369639203791143
17/09/25 22:32:48,13,flow(cms),17,kge,0.8330703143769744
17/09/25 22:32:48,13,flow(cms),19,kge,0.7883692811474925
17/09/25 22:32:48,13,flow(cms),20,kge,0.7882429540359851
17/09/25 22:32:48,13,flow(cms),21,kge,0.8770654243267018
17/09/25 22:32:48,13,flow(cms),22,kge,0.854104172530702
17/09/25 22:32:48,13,flow(cms),23,kge,0.7619634884661605
17/09/25 22:32:48,13,flow(cms),24,kge,0.8327702586430067
17/09/25 22:32:48,13,flow(cms),18,kge,0.8220349358523212
17/09/25 22:32:48,14,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:48,14,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:48,14,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:48,14,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:48,14,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:48,14,flow(cms),16,kge,0.8707855051743498
17/09/25 22:32:48,14,flow(cms),17,kge,0.9193579664174168
17/09/25 22:32:48,14,flow(cms),19,kge,0.8351448887892944
17/09/25 22:32:48,14,flow(cms),20,kge,0.8350486830986915
17/09/25 22:32:48,14,flow(cms),21,kge,0.9635473478224194
17/09/25 22:32:48,14,flow(cms),22,kge,0.9190832953145956
17/09/25 22:32:48,14,flow(cms),23,kge,0.8097239909165188
17/09/25 22:32:48,14,flow(cms),24,kge,0.9196007317190704
17/09/25 22:32:48,14,flow(cms),18,kge,0.9571259814530457
17/09/25 22:32:49,15,flow(cms),9,kge,0.9035718185794126
17/09/25 22:32:49,15,flow(cms),10,kge,0.9011541877416386
17/09/25 22:32:49,15,flow(cms),13,kge,0.9066805325948571
17/09/25 22:32:49,15,flow(cms),14,kge,0.9065879286021327
17/09/25 22:32:49,15,flow(cms),15,kge,0.8977613270245361
17/09/25 22:32:49,15,flow(cms),16,kge,0.9594321361143564
17/09/25 22:32:49,15,flow(cms),17,kge,0.99430111689445
17/09/25 22:32:49,15,flow(cms),19,kge,0.8197319862274326
17/09/25 22:32:49,15,flow(cms),20,kge,0.8196291670431084
17/09/25 22:32:49,15,flow(cms),21,kge,0.9789862860650252
17/09/25 22:32:49,15,flow(cms),22,kge,0.9884922409946871
17/09/25 22:32:49,15,flow(cms),23,kge,0.7918332809437717
17/09/25 22:32:49,15,flow(cms),24,kge,0.9947813827566745
17/09/25 22:32:49,15,flow(cms),18,kge,0.9723467129507763
17/09/25 22:32:49,16,flow(cms),9,kge,-3.500038913068334
17/09/25 22:32:49,16,flow(cms),10,kge,-3.849174144933132
17/09/25 22:32:49,16,flow(cms),13,kge,-3.079503584227056
17/09/25 22:32:49,16,flow(cms),14,kge,-3.0925234456108024
17/09/25 22:32:49,16,flow(cms),15,kge,-4.309530550800128
17/09/25 22:32:49,16,flow(cms),16,kge,-2.38467713277748
17/09/25 22:32:49,16,flow(cms),17,kge,-2.42754740099548
17/09/25 22:32:49,16,flow(cms),19,kge,-2.0158152623366767
17/09/25 22:32:49,16,flow(cms),20,kge,-2.0204147889748536
17/09/25 22:32:49,16,flow(cms),21,kge,-1.3977355439373342
17/09/25 22:32:49,16,flow(cms),22,kge,-1.694858316170182
17/09/25 22:32:49,16,flow(cms),23,kge,-3.2129259820268112
17/09/25 22:32:49,16,flow(cms),24,kge,-2.421660997371309
17/09/25 22:32:49,16,flow(cms),18,kge,-2.5177044341122348
17/09/25 22:32:50,17,flow(cms),9,kge,0.706336660116063
17/09/25 22:32:50,17,flow(cms),10,kge,0.6984261179731902
17/09/25 22:32:50,17,flow(cms),13,kge,0.7180452293266615
17/09/25 22:32:50,17,flow(cms),14,kge,0.7177185484603172
17/09/25 22:32:50,17,flow(cms),15,kge,0.6897839979231537
17/09/25 22:32:50,17,flow(cms),16,kge,0.7113033142557088
17/09/25 22:32:50,17,flow(cms),17,kge,0.4100203947262392
17/09/25 22:32:50,17,flow(cms),19,kge,-2.3905145591753976
17/09/25 22:32:50,17,flow(cms),20,kge,-2.3957538168500334
17/09/25 22:32:50,17,flow(cms),21,kge,0.6060368043873736
17/09/25 22:32:50,17,flow(cms),22,kge,0.6322050499958897
17/09/25 22:32:50,17,flow(cms),23,kge,-3.884216274765639
17/09/25 22:32:50,17,flow(cms),24,kge,0.40933489996003125
17/09/25 22:32:50,17,flow(cms),18,kge,0.1529963943707956
17/09/25 22:32:50,18,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:50,18,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:50,18,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:50,18,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:50,18,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:50,18,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:50,18,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:50,18,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:50,18,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:50,18,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:50,18,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:50,18,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:50,18,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:50,18,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:51,19,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:51,19,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:51,19,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:51,19,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:51,19,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:51,19,flow(cms),16,kge,0.9139864436581364
17/09/25 22:32:51,19,flow(cms),17,kge,0.9288642266844304
17/09/25 22:32:51,19,flow(cms),19,kge,-0.16267830908980563
17/09/25 22:32:51,19,flow(cms),20,kge,-0.163685535960582
17/09/25 22:32:51,19,flow(cms),21,kge,0.8930164791382679
17/09/25 22:32:51,19,flow(cms),22,kge,0.9724016392296357
17/09/25 22:32:51,19,flow(cms),23,kge,-0.4170037688041546
17/09/25 22:32:51,19,flow(cms),24,kge,0.9291968455595075
17/09/25 22:32:51,19,flow(cms),18,kge,0.8007511672167179
17/09/25 22:32:51,20,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:51,20,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:51,20,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:51,20,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:51,20,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:51,20,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:51,20,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:51,20,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:51,20,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:51,20,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:51,20,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:51,20,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:51,20,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:51,20,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:52,21,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:52,21,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:52,21,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:52,21,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:52,21,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:52,21,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:52,21,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:52,21,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:52,21,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:52,21,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:52,21,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:52,21,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:52,21,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:52,21,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:52,22,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:52,22,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:52,22,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:52,22,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:52,22,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:52,22,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:52,22,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:52,22,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:52,22,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:52,22,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:52,22,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:52,22,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:52,22,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:52,22,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:53,23,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:53,23,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:53,23,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:53,23,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:53,23,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:53,23,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:53,23,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:53,23,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:53,23,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:53,23,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:53,23,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:53,23,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:53,23,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:53,23,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:53,24,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:53,24,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:53,24,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:53,24,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:53,24,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:53,24,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:53,24,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:53,24,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:53,24,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:53,24,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:53,24,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:53,24,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:53,24,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:53,24,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:54,25,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:54,25,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:54,25,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:54,25,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:54,25,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:54,25,flow(cms),16,kge,0.8544120195162248
17/09/25 22:32:54,25,flow(cms),17,kge,0.8768668709074302
17/09/25 22:32:54,25,flow(cms),19,kge,0.9563974538935482
17/09/25 22:32:54,25,flow(cms),20,kge,0.9563747761069399
17/09/25 22:32:54,25,flow(cms),21,kge,0.9224194395808738
17/09/25 22:32:54,25,flow(cms),22,kge,0.8875074992774463
17/09/25 22:32:54,25,flow(cms),23,kge,0.9500647781209304
17/09/25 22:32:54,25,flow(cms),24,kge,0.8770582401757275
17/09/25 22:32:54,25,flow(cms),18,kge,0.889398930386984
17/09/25 22:32:54,26,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:54,26,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:54,26,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:54,26,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:54,26,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:54,26,flow(cms),16,kge,0.8368255052097042
17/09/25 22:32:54,26,flow(cms),17,kge,0.8327448343985927
17/09/25 22:32:54,26,flow(cms),19,kge,0.7878869920981862
17/09/25 22:32:54,26,flow(cms),20,kge,0.7877606753873126
17/09/25 22:32:54,26,flow(cms),21,kge,0.8769176873117038
17/09/25 22:32:54,26,flow(cms),22,kge,0.8539959288036785
17/09/25 22:32:54,26,flow(cms),23,kge,0.7615012820758716
17/09/25 22:32:54,26,flow(cms),24,kge,0.8326802614913342
17/09/25 22:32:54,26,flow(cms),18,kge,0.8212553633479596
17/09/25 22:32:55,27,flow(cms),9,kge,0.6994050616196924
17/09/25 22:32:55,27,flow(cms),10,kge,0.6912954736890348
17/09/25 22:32:55,27,flow(cms),13,kge,0.7114111034467552
17/09/25 22:32:55,27,flow(cms),14,kge,0.7110769608899717
17/09/25 22:32:55,27,flow(cms),15,kge,0.6824389066678545
17/09/25 22:32:55,27,flow(cms),16,kge,0.8423610412957431
17/09/25 22:32:55,27,flow(cms),17,kge,0.8686263574061641
17/09/25 22:32:55,27,flow(cms),19,kge,0.9436395212140756
17/09/25 22:32:55,27,flow(cms),20,kge,0.9436111460374758
17/09/25 22:32:55,27,flow(cms),21,kge,0.9296753247636498
17/09/25 22:32:55,27,flow(cms),22,kge,0.8839090275890231
17/09/25 22:32:55,27,flow(cms),23,kge,0.9351819061904741
17/09/25 22:32:55,27,flow(cms),24,kge,0.8680426621812809
17/09/25 22:32:55,27,flow(cms),18,kge,0.8822394293711155
17/09/25 22:32:56,28,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:56,28,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:56,28,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:56,28,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:56,28,flow(cms),15,kge,0.7635510294310235
17/09/25 22:32:56,28,flow(cms),16,kge,0.8958900756027773
17/09/25 22:32:56,28,flow(cms),17,kge,0.9847079199757555
17/09/25 22:32:56,28,flow(cms),19,kge,0.36620692700258783
17/09/25 22:32:56,28,flow(cms),20,kge,0.36577808724267247
17/09/25 22:32:56,28,flow(cms),21,kge,0.946924761057687
17/09/25 22:32:56,28,flow(cms),22,kge,0.9663225778550038
17/09/25 22:32:56,28,flow(cms),23,kge,0.25192851027028296
17/09/25 22:32:56,28,flow(cms),24,kge,0.9850057039742643
17/09/25 22:32:56,28,flow(cms),18,kge,0.9153259367723728
17/09/25 22:32:56,29,flow(cms),9,kge,0.7806841643134423
17/09/25 22:32:56,29,flow(cms),10,kge,0.7731727258461937
17/09/25 22:32:56,29,flow(cms),13,kge,0.782335196213757
17/09/25 22:32:56,29,flow(cms),14,kge,0.7820755733680829
17/09/25 22:32:56,29,flow(cms),15,kge,0.7635510294310235
